200.00            , .57883            , .33149            ,          

200.00            , 1.1401            , .33323            ,          

200.00            , 2.4276            , .34594            ,          

200.00            , 5.4083            , .35679            ,          

200.00            , 13.458            , .37806            ,          

200.00            , 37.222            , .43757            ,          

