200.00             ,400.00             ,600.00             ,800.00             ,1000.0             ,1200.0             ,1400.0             ,1600.0             ,1800.0             ,2000.0             ,         
.97696E-01         ,.84518             ,2.8266             ,6.9587             ,13.164             ,23.763             ,36.879             ,90.657             ,87.500             ,127.50             ,         
0.0000             ,0.0000             ,0.0000             ,0.0000             ,0.0000             ,0.0000             ,0.0000             ,0.0000             ,0.0000             ,0.0000             ,         
.16432E-01         ,.13332             ,.44346             ,1.0505             ,2.0399             ,3.5172             ,5.6047             ,8.4088             ,12.010             ,16.497             ,         
.43669             ,.18640E-02         ,.37899E-02         ,.83122E-02         ,.15265E-01         ,.25402E-01         ,.39948E-01         ,.58441E-01         ,.82825E-01         ,.11783             ,         
0.0000             ,0.0000             ,0.0000             ,0.0000             ,0.0000             ,0.0000             ,0.0000             ,0.0000             ,0.0000             ,0.0000             ,         
0.0000             ,0.0000             ,0.0000             ,0.0000             ,0.0000             ,0.0000             ,0.0000             ,0.0000             ,0.0000             ,0.0000             ,         
.45186E-01         ,.24152E-01         ,.88191E-01         ,.16363             ,.30067             ,.60436             ,.95725             ,1.4434             ,2.3127             ,3.2482             ,         
.14420E-02         ,.39840E-02         ,.76628E-02         ,.15476E-01         ,.25497E-01         ,.39963E-01         ,.60196E-01         ,.85419E-01         ,.11896             ,.16534             ,         
.98705E-03         ,.36870E-02         ,.68502E-02         ,.13669E-01         ,.24040E-01         ,.37979E-01         ,.59143E-01         ,.87433E-01         ,.11295             ,.15591             ,         

