200.00             ,400.00             ,600.00             ,800.00             ,1000.0             ,         
.88439E-01         ,.77504             ,2.5985             ,6.5086             ,12.229             ,         
1.9002             ,.52503E-01         ,.86658E-01         ,.10674             ,.19376             ,         

