10.000             ,20.000             ,30.000             ,40.000             ,50.000             ,60.000             ,70.000             ,80.000             ,90.000             ,100.00             ,         
.11540E-02         ,.10502E-03         ,.23007E-03         ,.71502E-03         ,.99206E-03         ,.16799E-02         ,.27049E-02         ,.40092E-02         ,.60940E-02         ,.89946E-02         ,         
1.9176             ,.35945E-01         ,.35742E-01         ,.50009E-01         ,.50207E-01         ,.51089E-01         ,.50744E-01         ,.50535E-01         ,.50870E-01         ,.46351E-01         ,         
.57317E-01         ,.90182E-01         ,.14310             ,.22258             ,.33478             ,.45407             ,.61159             ,.82342             ,.98048             ,1.1992             ,         
.14340E-02         ,.78011E-03         ,.19901E-02         ,.13731E-02         ,.13509E-02         ,.18380E-02         ,.14749E-02         ,.21014E-02         ,.21563E-02         ,.20990E-02         ,         

