time,values
0.0000000000000000,10.000000000000000
0.10000000000000000E-1,9.9500416527802589
0.20000000000000000E-1,9.8006657784124158
0.29999999999999999E-1,9.5533648912560594
0.40000000000000001E-1,9.2106099400288510
0.50000000000000003E-1,8.7758256189037276
0.59999999999999998E-1,8.2533561490967831
0.70000000000000007E-1,7.6484218728448834
0.80000000000000002E-1,6.9670670934716536
0.89999999999999997E-1,6.2160996827066448
0.10000000000000001,5.4030230586813977
0.11000000000000000,4.5359612142557735
0.12000000000000000,3.6235775447667362
0.13000000000000000,2.6749882862458736
0.14000000000000001,1.6996714290024082
0.14999999999999999,0.70737201667702909
0.16000000000000000,-0.29199522301288816
0.17000000000000001,-1.2884449429552487
0.17999999999999999,-2.2720209469308688
0.19000000000000000,-3.2328956686350336
0.20000000000000001,-4.1614683654714240
0.20999999999999999,-5.0484610459985753
0.22000000000000000,-5.8850111725534582
0.23000000000000001,-6.6627602127982444
0.23999999999999999,-7.3739371554124542
0.25000000000000000,-8.0114361554693367
0.26000000000000001,-8.5688875336894732
0.27000000000000002,-9.0407214201706125
0.28000000000000003,-9.4222234066865838
0.28999999999999998,-9.7095816514959061
0.29999999999999999,-9.8999249660044537
0.31000000000000000,-9.9913515027327939
0.32000000000000001,-9.9829477579475316
0.33000000000000002,-9.8747976990886492
0.34000000000000002,-9.6679819257946082
0.34999999999999998,-9.3645668729079627
0.35999999999999999,-8.9675841633414723
0.37000000000000000,-8.4810003171040798
0.38000000000000000,-7.9096771191441686
0.39000000000000001,-7.2593230420013990
0.40000000000000002,-6.5364362086361192
0.40999999999999998,-5.7482394653326914
0.41999999999999998,-4.9026082134069942
0.42999999999999999,-4.0079917207997546
0.44000000000000000,-3.0733286997841933
0.45000000000000001,-2.1079579943077968
0.46000000000000002,-1.1215252693505398
0.46999999999999997,-0.12388663462891447
0.47999999999999998,0.87498983439446398
0.48999999999999999,1.8651236942257576
0.50000000000000000,2.8366218546322624
0.51000000000000001,3.7797774271298024
0.52000000000000002,4.6851667130037713
0.53000000000000003,5.5437433617916154
0.54000000000000004,6.3469287594263468
0.55000000000000004,7.0866977429125999
0.56000000000000005,7.7556587851025016
0.56999999999999995,8.3471278483915938
0.57999999999999996,8.8551951694131894
0.58999999999999997,9.2747843074403562
0.59999999999999998,9.6017028665036595
0.60999999999999999,9.8326843844258445
0.62000000000000000,9.9654209702321754
0.63000000000000000,9.9985863638341517
0.64000000000000001,9.9318491875819266
0.65000000000000002,9.7658762572802349
0.66000000000000003,9.5023259195852923
0.67000000000000004,9.1438314823531943
0.68000000000000005,8.6939749034982476
0.68999999999999995,8.1572510012535737
0.69999999999999996,7.5390225434330462
0.70999999999999996,6.8454666644280664
0.71999999999999997,6.0835131453225522
0.72999999999999998,5.2607751738110533
0.73999999999999999,4.3854732757439034
0.75000000000000000,3.4663531783502584
0.76000000000000001,2.5125984258225569
0.77000000000000002,1.5337386203786436
0.78000000000000003,0.53955420562648859
0.79000000000000004,-0.46002125639536950
0.80000000000000004,-1.4550003380861354
0.81000000000000005,-2.4354415373579288
0.81999999999999995,-3.3915486098383454
0.82999999999999996,-4.3137684497061919
0.83999999999999997,-5.1928865411668559
0.84999999999999998,-6.0201190268482367
0.85999999999999999,-6.7872004732001248
0.87000000000000000,-7.4864664559739866
0.88000000000000000,-8.1109301406165599
0.89000000000000001,-8.6543520924111235
0.90000000000000002,-9.1113026188467696
0.91000000000000003,-9.4772160213111185
0.92000000000000004,-9.7484362140416394
0.93000000000000005,-9.9222532545260336
0.93999999999999995,-9.9969304203520650
0.94999999999999996,-9.9717215619637845
0.95999999999999996,-9.8468785579412703
0.96999999999999997,-9.6236487983131020
0.97999999999999998,-9.3042627210475324
0.98999999999999999,-8.8919115262536081
1.0000000000000000,-8.3907152907645237
